"CMP.Row","Country.Name","Date","CMP.Party.ID","Party.Name","Vote.Pct","Total.Per.Codes","Dimension.Emphasis","Raw.Nicheness.Score","Mean.Nicheness.Score","Standardised.Nicheness.Score"
860,"Belgium","18/05/2003",21112,"Live Differently",2.47,978,4.498,1.59771629992654,3.06712117895484,-1.4694048790283
861,"Belgium","18/05/2003",21221,"Socialist Party Different - Spirit",14.908,420,0,3.49928318797527,2.93925557763359,0.560027610341679
862,"Belgium","18/05/2003",21322,"Francophone Socialist Party",13.024,648,0.154,3.23867670944145,2.99441930950772,0.244257399933724
863,"Belgium","18/05/2003",21421,"Flemish Liberals and Democrats",15.356,268,6.716,4.51343957713571,2.73721686765848,1.77622270947723
864,"Belgium","18/05/2003",21426,"Reform Movement",11.396,334,0,3.34992691078352,2.98384414516756,0.36608276561596
865,"Belgium","18/05/2003",21521,"Christian Democratic and Flemish",13.249,428,5.14,2.55959249036429,3.10559957686528,-0.546007086500988
866,"Belgium","18/05/2003",21522,"Christian Social Party",5.472,1327,5.727,2.95733441790334,3.0327851637324,-0.0754507458290594
867,"Belgium","18/05/2003",21914,"Flemish Bloc",11.68,1468,2.52,0.482578519250235,3.391003521595,-2.90842500234476
868,"Belgium","18/05/2003",21916,"New Flemish Alliance",3.064,330,8.485,5.73000363074546,2.93702680293005,2.79297682781541
869,"Belgium","10/06/2007",21111,"Ecologists",5.102,4698,1.98,3.46725173235416,3.86799913836666,-0.400747406012496
870,"Belgium","10/06/2007",21112,"Green!",3.985,3331,3.002,2.39981434673956,3.8897645921015,-1.48995024536194
871,"Belgium","10/06/2007",21221,"Socialist Party Different - Spirit",0,192,3.125,2.22334470014649,3.85656739367279,-1.63322269352631
872,"Belgium","10/06/2007",21321,"Socialist Party Different",10.259,157,3.185,2.29498415136866,3.95158968070858,-1.65660552933991
873,"Belgium","10/06/2007",21322,"Francophone Socialist Party",10.864,4786,2.215,3.33597971903089,3.8902340672683,-0.55425434823741
874,"Belgium","10/06/2007",21330,"Social, Progressive, International, Regionalist, Integrally Democartic  and Forward-Looking",0,1009,3.766,1.58234470014649,3.85656739367279,-2.27422269352631
875,"Belgium","10/06/2007",21421,"Open Flemish Liberals and Democrats",11.83,1987,5.737,0.416183033576013,4.10024343412174,-3.68406040054573
876,"Belgium","10/06/2007",21426,"Reform Movement",12.517,6049,1.223,4.43578037959083,3.81298112636765,0.622799253223182
877,"Belgium","10/06/2007",21430,"List Dedecker",4.027,891,3.815,1.56866406790713,3.90926741536772,-2.34060334746059
878,"Belgium","10/06/2007",21521,"Christian Democratic and Flemish",14.808,2168,6.78,1.56088704997379,4.06379240695867,-2.50290535698488
879,"Belgium","10/06/2007",21522,"Christian Social Party",6.057,5011,1.637,3.84143732240722,3.8570977433991,-0.0156604209918778
880,"Belgium","10/06/2007",21916,"New Flemish Alliance",3.702,1036,3.668,1.71586034415822,3.9018132229942,-2.18595287883598
881,"Belgium","10/06/2007",21917,"Flemish Interest",11.99,2271,20.476,16.2146518182472,2.96857817939861,13.2460736388486
882,"Belgium","13/06/2010",21111,"Ecologists",4.796,3197,2.095,2.64898488896872,2.85155242358229,-0.202567534613562
883,"Belgium","13/06/2010",21112,"Green!",4.381,1989,3.57,1.08949066365699,2.92695921854285,-1.83746855488587
884,"Belgium","13/06/2010",21321,"Socialist Party Different",9.236,920,1.74,3.18169447267056,2.8040454422109,0.377649030459659
885,"Belgium","13/06/2010",21322,"Francophone Socialist Party",13.704,2232,1.882,3.19274991891825,2.78110754206031,0.411642376857935
886,"Belgium","13/06/2010",21421,"Open Flemish Liberals and Democrats",8.639,1603,5.552,1.03897537281036,3.02387633443176,-1.9849009616214
887,"Belgium","13/06/2010",21426,"Reform Movement",9.278,5481,3.356,1.39003227255532,3.0003663783915,-1.61033410583618
888,"Belgium","13/06/2010",21430,"List Dedecker",2.307,41,7.317,2.77659600493649,2.8428306752976,-0.0662346703611059
889,"Belgium","13/06/2010",21521,"Christian Democratic and Flemish",10.846,2042,2.841,1.99856258431297,2.95128278950911,-0.952720205196137
890,"Belgium","13/06/2010",21522,"Christian Social Party",5.522,6787,3.226,1.46906223117671,2.92696552797013,-1.45790329679342
891,"Belgium","13/06/2010",21916,"New Flemish Alliance",17.398,1360,6.325,2.10684198137881,3.00827590900766,-0.901433927628857
892,"Belgium","13/06/2010",21917,"Flemish Interest",7.763,682,14.223,10.4811418351586,2.15242207996245,8.32871975519614
988,"Netherlands","03/05/1994",22220,"Socialist Party",1.322,570,8.069,2.61365680201145,3.53069725889359,-0.917040456882139
989,"Netherlands","03/05/1994",22320,"Labour Party",23.973,2278,4.654,1.12141909791849,4.32920176180343,-3.20778266388494
990,"Netherlands","03/05/1994",22330,"Democrats‘66",15.49,2318,1.207,5.12179478416586,3.20460133911774,1.91719344504812
991,"Netherlands","03/05/1994",22420,"People’s Party for Freedom and Democracy",19.956,549,2.915,3.26397836458152,3.58562522685998,-0.321646862278461
992,"Netherlands","03/05/1994",22521,"Christian Democratic Appeal",22.217,2005,5.486,0.00757045611134188,4.59258206933061,-4.58501161321927
993,"Netherlands","03/05/1994",22527,"Reformed Political League",1.3,1306,24.195,18.9632846812926,3.30312881479851,15.6601558664941
994,"Netherlands","03/05/1994",22528,"Reformatory Political Federation",1.8,2041,17.492,12.2324984567735,3.34921415222081,8.88328430455272
995,"Netherlands","03/05/1994",22711,"Centre Democrats",2.5,388,28.607,23.7413811154334,2.97006534838238,20.771315767051
996,"Netherlands","03/05/1994",22952,"Reformed Political Party",1.729,955,28.482,23.4173576049346,3.14817922473959,20.269178380195
997,"Netherlands","03/05/1994",22954,"General Elderly Alliance",3.6,940,2.659,2.94463286433373,3.54053971819609,-0.595906853862359
998,"Netherlands","03/05/1994",22955,"Union 55+",0.9,229,6.987,1.5095369859512,3.53715946091996,-2.02762247496876
999,"Netherlands","06/05/1998",22110,"Green Left",7.27,1387,3.893,1.13650492927083,4.3144122831489,-3.17790735387807
1000,"Netherlands","06/05/1998",22220,"Socialist Party",3.528,1810,1.712,3.35439061612492,4.10310972903908,-0.748719112914162
1001,"Netherlands","06/05/1998",22320,"Labour Party",28.98,2030,2.069,4.10309953284112,4.06418691275566,0.0389126200854655
1002,"Netherlands","06/05/1998",22330,"Democrats‘66",8.99,2516,3.14,1.98881689756053,4.28941104296706,-2.30059414540653
1003,"Netherlands","06/05/1998",22420,"People’s Party for Freedom and Democracy",24.69,939,3.194,2.3491260897889,4.66674196631472,-2.31761587652582
1004,"Netherlands","06/05/1998",22521,"Christian Democratic Appeal",18.37,2028,8.728,4.66965167522653,3.93681234820606,0.732839327020468
1005,"Netherlands","06/05/1998",22527,"Reformed Political League",1.2,1036,17.375,12.5867927371206,3.96904131785869,8.61775141926188
1006,"Netherlands","06/05/1998",22528,"Reformatory Political Federation",2.028,1492,23.19,18.6361026062927,3.76438249232704,14.8717201139656
1007,"Netherlands","06/05/1998",22952,"Reformed Political Party",1.781,1235,27.612,23.0925293090389,3.71952913126155,19.3730001777773
1008,"Netherlands","15/05/2002",22110,"Green Left",6.95,3032,1.089,2.17163265040932,1.87987299483598,0.291759655573346
1009,"Netherlands","15/05/2002",22220,"Socialist Party",5.9,1810,1.712,1.48486346602711,1.92653658320197,-0.441673117174859
1010,"Netherlands","15/05/2002",22320,"Labour Party",15.11,2559,1.68,1.68504791656768,1.93892578785717,-0.253877871289492
1011,"Netherlands","15/05/2002",22330,"Democrats‘66",5.1,1189,1.849,1.32783553790951,1.93128725667338,-0.603451718763869
1012,"Netherlands","15/05/2002",22420,"People’s Party for Freedom and Democracy",15.44,1337,1.271,2.17598435450404,1.84953325638478,0.326451098119261
1013,"Netherlands","15/05/2002",22430,"Livable Netherlands",1.61,217,0.922,2.22267523134878,1.89498045947287,0.327694771875912
1014,"Netherlands","15/05/2002",22521,"Christian Democratic Appeal",27.93,1378,4.209,1.5309918731084,2.04482058109433,-0.513828707985931
1015,"Netherlands","15/05/2002",22526,"Christian Union",2.54,2696,11.572,8.68553506686786,1.72217386859601,6.96336119827184
1016,"Netherlands","15/05/2002",22720,"List Pim Fortuyn",17,127,3.15,0.0499069965248244,2.2825213165148,-2.23261431998998
1017,"Netherlands","15/05/2002",22952,"Reformed Political Party",1.718,2116,20.133,17.3240948964952,1.62874116842876,15.6953537280664
1018,"Netherlands","22/01/2003",22110,"Green Left",5.13,566,3.357,0.538623032671226,1.59631956953232,-1.05769653686109
1019,"Netherlands","22/01/2003",22220,"Socialist Party",6.33,2237,2.236,1.74476850324425,1.52631335613197,0.218455147112285
1020,"Netherlands","22/01/2003",22320,"Labour Party",27.28,399,2.255,2.24069534152615,1.26758915664165,0.973106184884499
1021,"Netherlands","22/01/2003",22330,"Democrats‘66",4.08,417,2.638,1.28303584460185,1.55180587950891,-0.268770034907067
1022,"Netherlands","22/01/2003",22420,"People’s Party for Freedom and Democracy",17.95,203,4.434,0.695065943764973,1.73188279420041,-1.03681685043544
1023,"Netherlands","22/01/2003",22430,"Livable Netherlands",0,1642,2.985,0.882213242854205,1.54053113405939,-0.658317891205183
1024,"Netherlands","22/01/2003",22521,"Christian Democratic Appeal",28.65,1378,4.209,0.484509255210611,1.98150222907495,-1.49699297386434
1025,"Netherlands","22/01/2003",22526,"Christian Union",2.13,327,18.96,15.4307204877536,1.22952405613057,14.201196431623
1026,"Netherlands","22/01/2003",22720,"List Pim Fortuyn",5.71,1020,5.588,1.82811272528673,1.52259458697137,0.30551813831536
1027,"Netherlands","22/11/2006",22110,"Green Left",4.605,1143,4.724,4.1427801117176,5.6894135783106,-1.546633466593
1028,"Netherlands","22/11/2006",22220,"Socialist Party",16.575,1754,3.306,6.45002567034892,5.4493849572196,1.00064071312932
1029,"Netherlands","22/11/2006",22320,"Labour Party",21.193,2268,5.159,4.47476922581144,5.92942634802436,-1.45465712221292
1030,"Netherlands","22/11/2006",22330,"Democrats‘66",1.964,1508,4.642,4.11342417387172,5.64781530625029,-1.53439113237857
1031,"Netherlands","22/11/2006",22420,"People’s Party for Freedom and Democracy",14.67,543,6.261,2.83347409662192,6.10289718828804,-3.26942309166612
1032,"Netherlands","22/11/2006",22521,"Christian Democratic Appeal",26.513,2225,11.237,3.50392331644939,6.39274962690129,-2.8888263104519
1033,"Netherlands","22/11/2006",22526,"Christian Union",3.974,2017,14.228,5.78721427893288,5.61018209315882,0.177032185774057
1034,"Netherlands","22/11/2006",22722,"Party of Freedom",5.89,137,28.467,21.0485548282211,4.63874025356568,16.4098145746554
1035,"Netherlands","22/11/2006",22951,"Party for the Animals",1.829,869,1.726,7.07871191021435,5.58973259625213,1.48897931396223
1036,"Netherlands","22/11/2006",22952,"Reformed Political Party",1.558,1091,28.598,20.2436898562949,5.38289274719995,14.860797109095
1037,"Netherlands","09/06/2010",22110,"Green Left",6.67,1557,4.303,3.83591819453329,5.4788239391204,-1.64290574458711
1038,"Netherlands","09/06/2010",22220,"Socialist Party",9.83,970,1.442,7.14875023296022,5.17150105305376,1.97724917990646
1039,"Netherlands","09/06/2010",22320,"Labour Party",19.63,1682,4.459,4.26842117546139,5.64032089177939,-1.37189971631799
1040,"Netherlands","09/06/2010",22330,"Democrats‘66",6.943,2899,4,4.17318312707975,5.45823718040014,-1.28505405332039
1041,"Netherlands","09/06/2010",22420,"People’s Party for Freedom and Democracy",20.47,1522,6.373,1.90059416557229,6.27300203385506,-4.37240786828277
1042,"Netherlands","09/06/2010",22521,"Christian Democratic Appeal",13.62,1931,7.25,0.730869994488809,6.10861195062925,-5.37774195614044
1043,"Netherlands","09/06/2010",22526,"Christian Union",3.248,2728,14.773,7.12683239417478,5.30830223276082,1.81853016141395
1044,"Netherlands","09/06/2010",22722,"Party of Freedom",15.45,678,19.174,13.384695210363,3.8838293619782,9.50086584838476
1045,"Netherlands","09/06/2010",22951,"Party for the Animals",1.3,1354,0.591,7.38630836774213,5.3411418346993,2.04516653304284
1046,"Netherlands","09/06/2010",22952,"Reformed Political Party",1.74,2055,27.008,19.4703289797347,5.11547444614416,14.3548545335905
1047,"Netherlands","12/09/2012",22110,"Green Left",2.333,1513,3.305,2.53632055496971,4.43751902248073,-1.90119846751102
1048,"Netherlands","12/09/2012",22220,"Socialist Party",9.654,1534,1.435,4.81593280017896,4.34704642436427,0.468886375814695
1049,"Netherlands","12/09/2012",22320,"Labour Party",24.838,2760,3.913,2.49390698050417,5.02818662159567,-2.5342796410915
1050,"Netherlands","12/09/2012",22330,"Democrats‘66",8.033,1929,1.969,4.14904495418891,4.41424892564998,-0.265203971461071
1051,"Netherlands","12/09/2012",22420,"People’s Party for Freedom and Democracy",26.58,1719,3.955,2.49644437699196,5.08816635553428,-2.59172197854232
1052,"Netherlands","12/09/2012",22521,"Christian Democratic Appeal",8.506,1192,8.641,3.12800991684428,4.51154405122456,-1.38353413438028
1053,"Netherlands","12/09/2012",22526,"Christian Union",3.126,2705,9.723,4.06984582990212,4.40326439034473,-0.333418560442611
1054,"Netherlands","12/09/2012",22722,"Party of Freedom",10.083,927,16.074,11.4587779738356,3.59200056771523,7.86677740612041
1055,"Netherlands","12/09/2012",22951,"Party for the Animals",1.933,1191,1.26,4.61157462471429,4.38838752829976,0.223187096414531
1056,"Netherlands","12/09/2012",22952,"Reformed Political Party",2.088,1812,29.195,23.917556465335,3.97233031446098,19.945226150874
1057,"Netherlands","12/09/2012",22953,"50Plus",1.885,206,1.941,3.91508652520221,4.4020083841687,-0.486921858966481
1058,"Netherlands","15/03/2017",22110,"Green Left",9.125,1134,9.171,5.85201854691575,8.24044315288229,-2.38842460596654
1059,"Netherlands","15/03/2017",22220,"Socialist Party",9.087,855,4.679,10.798223978787,7.73655601055087,3.0616679682361
1060,"Netherlands","15/03/2017",22320,"Labour Party",5.703,2190,13.516,1.02401193363733,8.44915710902762,-7.42514517539029
1061,"Netherlands","15/03/2017",22321,"DENK",2.055,874,8.352,6.25933599900426,8.05661351385536,-1.7972775148511
1062,"Netherlands","15/03/2017",22330,"Democrats‘66",12.227,3808,8.351,6.99877444079825,8.16376680938581,-1.16499236858756
1063,"Netherlands","15/03/2017",22420,"People’s Party for Freedom and Democracy",21.285,2812,13.265,1.55096960391806,9.80288818417573,-8.25191858025767
1064,"Netherlands","15/03/2017",22521,"Christian Democratic Appeal",12.379,1415,12.863,1.85032254579669,8.90615259177165,-7.05583004597495
1065,"Netherlands","15/03/2017",22526,"Christian Union",3.388,2630,13.763,0.743277277603651,8.27837015445994,-7.53509287685628
1066,"Netherlands","15/03/2017",22722,"Party of Freedom",13.056,25,40,29.4202449947313,4.74766868412424,24.6725763106071
1067,"Netherlands","15/03/2017",22730,"Forum for Democracy",1.78,510,10.196,4.36358458308338,8.08640258573501,-3.72281800265162
1068,"Netherlands","15/03/2017",22951,"Party for the Animals",3.188,1427,2.872,11.9971296941581,7.88599940696999,4.11113028718816
1069,"Netherlands","15/03/2017",22952,"Reformed Political Party",2.082,2380,22.731,8.42851273032869,8.01026039029007,0.418252340038613
1070,"Netherlands","15/03/2017",22953,"50Plus",3.111,495,5.858,8.90402230611924,7.99023320820016,0.913789097919079
1218,"France","21/03/1993",31220,"French Communist Party",9.14,147,0,5.50747359597653,8.01273875982159,-2.50526516384506
1219,"France","21/03/1993",31320,"Socialist Party",19.04,125,0,6.39145525291829,8.1419721316422,-1.75051687872392
1220,"France","21/03/1993",31624,"Union for French Democracy",19.62,55,0,6.45212700490998,8.1391066654488,-1.68697966053881
1221,"France","21/03/1993",31625,"Rally for the Republic",20.24,127,3.937,1.26372883597884,9.89272945527519,-8.62900061929636
1222,"France","21/03/1993",31720,"National Front",12.68,372.5,24.806,23.6348524397413,4.76484744502256,18.8700049947188
1223,"France","25/05/1997",31110,"The Greens",3.592,48,2.083,4.3383241083794,11.0942151126827,-6.7558910043033
1224,"France","25/05/1997",31111,"Ecology Generation",2.674,123,4.878,1.40917251958454,11.1133095213583,-9.70413700177376
1225,"France","25/05/1997",31220,"French Communist Party",9.901,70,0,7.03528140510669,11.2978729716508,-4.26259156654409
1226,"France","25/05/1997",31320,"Socialist Party",25.484,143,0,8.7868797712058,11.6459570059026,-2.85907723469679
1227,"France","25/05/1997",31624,"Union for French Democracy",14.689,61,1.639,5.52723169900796,11.87784994965,-6.35061825064208
1228,"France","25/05/1997",31625,"Rally for the Republic",16.801,61,1.639,5.69101990964193,12.0274276241715,-6.33640771452958
1229,"France","25/05/1997",31720,"National Front",14.932,75,32,31.0137129927127,6.69579148117554,24.3179215115372
1230,"France","09/06/2002",31110,"The Greens",4.44,266,1.504,3.35284675390035,5.38939581374276,-2.03654905984241
1231,"France","09/06/2002",31220,"French Communist Party",4.91,80,0,4.97025617010505,5.30099811502818,-0.330741944923125
1232,"France","09/06/2002",31320,"Socialist Party",25.29,348,3.161,2.17344055944056,6.62236921568037,-4.44892865623981
1233,"France","09/06/2002",31624,"Union for French Democracy",4.79,347,6.917,2.37299001642866,5.4577176378731,-3.08472762144444
1234,"France","09/06/2002",31626,"Union for the Presidential Majority",33.37,213,1.878,4.65080474777448,5.69809029535821,-1.04728554758373
1235,"France","09/06/2002",31720,"National Front",11.12,312,18.91,16.4042206043956,3.58270447448781,12.8215161299078
1236,"France","10/06/2007",31110,"The Greens",3.251,653,2.603,2.79617023057693,3.87619889869961,-1.08002866812269
1237,"France","10/06/2007",31220,"French Communist Party",4.287,300,0.667,4.79630872387106,3.83348931429605,0.962819409575013
1238,"France","10/06/2007",31320,"Socialist Party",24.733,301,4.982,0.425134894011847,4.40723615402417,-3.98210126001232
1239,"France","10/06/2007",31624,"Democratic Mouvement",7.613,292,7.191,1.92457572076781,3.94245951416862,-2.01788379340081
1240,"France","10/06/2007",31626,"Union for a Popular Movement",39.54,951,2.629,3.49114717113858,3.9602807002967,-0.469133529158122
1241,"France","10/06/2007",31720,"National Front",4.289,1225,27.184,22.3721495889783,3.40164612059019,18.9705034683881
1242,"France","10/06/2012",31021,"Left Front",6.909,747,1.607,4.10204881722762,6.21407009969078,-2.11202128246316
1243,"France","10/06/2012",31110,"Europe Ecology - The Greens",5.465,1130,0.795,4.89645043647175,6.1265250775883,-1.23007464111656
1244,"France","10/06/2012",31230,"Left Radical Party",1.653,458,1.31,4.16027199990934,6.08717579239356,-1.92690379248422
1245,"France","10/06/2012",31320,"Socialist Party",29.354,214,0.934,6.62224772869933,5.77511273138567,0.847134997313661
1246,"France","10/06/2012",31421,"Radical Party",1.237,286,5.245,0.150845648863572,6.13407747214733,-5.98323182328376
1247,"France","10/06/2012",31624,"Democratic Mouvement",1.765,413,2.663,2.7854614930725,6.11715926816518,-3.33169777509268
1248,"France","10/06/2012",31626,"Union for a Popular Movement",27.116,472,8.686,4.71430404931821,6.62944701413841,-1.9151429648202
1249,"France","10/06/2012",31630,"New Centre",2.196,720,0,5.52883553411786,6.0648366120227,-0.536001077904841
1250,"France","10/06/2012",31631,"Centrist Alliance",0.601,72,1.389,4.03172517946938,6.0653388082562,-2.03361362878683
1251,"France","10/06/2012",31720,"National Front",13.596,297,14.142,10.3071707953235,5.29342220073985,5.01374859458362
1252,"France","11/06/2017",31110,"Europe Ecology - The Greens",4.297,220,8.183,0.855684859339203,3.66496384767655,-2.80927898833734
1253,"France","11/06/2017",31220,"French Communist Party",2.717,36,2.778,6.41295001541677,3.44184611804511,2.97110389737166
1254,"France","11/06/2017",31230,"Left Radical Party",0.469,537,6.144,2.86886210543896,3.53471722856196,-0.665855123123005
1255,"France","11/06/2017",31240,"Indomitable France",11.025,1026,6.043,3.36599671961544,3.55424633640323,-0.18824961678779
1256,"France","11/06/2017",31320,"Socialist Party",7.441,76,1.316,8.37195661673285,3.09646433646336,5.27549228026949
1257,"France","11/06/2017",31425,"Republic Onwards!",28.212,362,8.287,1.03409327877304,4.66623090330582,-3.63213762453278
1258,"France","11/06/2017",31430,"Union of Democrats and Independents",3.034,257,10.116,1.1569191747851,3.61382270985038,-2.45690353506528
1259,"France","11/06/2017",31624,"Democratic Mouvement",4.115,452,7.522,1.54644359340366,3.62604311090865,-2.07959951750499
1260,"France","11/06/2017",31626,"The Republicans",15.774,257,10.116,1.3547335659643,3.9920353904338,-2.6373018244695
1261,"France","11/06/2017",31720,"National Front",13.2,258,17.83,10.3444550620103,2.36455447813045,7.97990058387982
1359,"Italy","28/03/1994",32212,"Communist Refoundation Party",6.048,359,4.735,0.746685173602029,5.46344072827659,-4.71675555467456
1360,"Italy","28/03/1994",32220,"Democratic Party of the Left",20.354,156,0,6.93578728692699,4.66894049806345,2.26684678886354
1361,"Italy","28/03/1994",32310,"Pannella-Riformatori List",3.513,30,0,5.64463266862689,5.141071386412,0.503561282214893
1362,"Italy","28/03/1994",32320,"Italian Socialist Party",2.181,761,3.548,1.93043254755006,5.23662264125392,-3.30619009370386
1363,"Italy","28/03/1994",32520,"Italian Popular Party",11.061,226,18.584,14.9045852167201,3.85998385785827,11.0446013588619
1364,"Italy","28/03/1994",32528,"Pact for Italy",4.652,349,0.86,4.81181948347084,5.17802203556514,-0.366202552094299
1365,"Italy","28/03/1994",32529,"Democratic Alliance",1.172,116,1.724,3.75647896171625,5.17761769333027,-1.42113873161402
1366,"Italy","28/03/1994",32610,"Go Italy",21.037,509,4.125,1.68605143812893,6.16177640459702,-4.47572496646809
1367,"Italy","28/03/1994",32710,"National Alliance",13.48,393,9.924,5.24230433918434,5.14609493429519,0.0962094048891418
1368,"Italy","28/03/1994",32720,"Northern League",8.62,602,3.655,1.95824803477079,5.48321396160111,-3.52496592683032
1369,"Italy","28/03/1994",32951,"The Network/Movement for Democracy",1.861,35,5.714,0.286031687618055,5.25835834079525,-4.97232665317719
1370,"Italy","21/04/1996",32110,"Green Federation",2.5,217,0,3.63430526226966,4.02015448441103,-0.385849222141368
1371,"Italy","21/04/1996",32212,"Communist Refoundation Party",8.576,163,2.454,1.19198702820886,4.28263029386924,-3.09064326566039
1372,"Italy","21/04/1996",32220,"Democratic Party of the Left",21.058,107,8.411,6.21505328594473,3.40132929302426,2.81372399292048
1373,"Italy","21/04/1996",32310,"Pannella-Sgarbi List",1.869,30,0,3.61027660889792,4.01807395772334,-0.407797348825421
1374,"Italy","21/04/1996",32321,"Italian Renewal",4.339,34,5.882,2.45032909173049,4.08304547188508,-1.63271638015459
1375,"Italy","21/04/1996",32520,"Italian Popular Party",6.81,61,1.639,2.04505570350398,4.15812369491109,-2.1130679914071
1376,"Italy","21/04/1996",32521,"Christian Democratic Centre",0,54,9.259,5.71806688110825,4.01024129157441,1.70782558953384
1377,"Italy","21/04/1996",32529,"Democratic Alliance",5.84,300,12.334,9.35448805580155,3.66902094868477,5.68546710711678
1378,"Italy","21/04/1996",32610,"Go Italy",20.574,54,0,4.49034416743774,3.88151393088198,0.608830236555761
1379,"Italy","21/04/1996",32710,"National Alliance",15.667,166,1.807,2.06668091621754,4.38321728864344,-2.3165363724259
1380,"Italy","21/04/1996",32720,"Northern League",10.074,538,0.93,2.91245364712895,4.1370180014221,-1.22456435429314
1381,"Italy","13/05/2001",32111,"The Girasole (‘Sunflower')",2.17,1279,1.564,1.36035188548232,1.64081675815651,-0.280464872674188
1382,"Italy","13/05/2001",32212,"Communist Refoundation Party",5.03,1963,2.038,0.902951184573003,1.67500799850276,-0.772056813929754
1383,"Italy","13/05/2001",32213,"Party of Italian Communists",1.67,1279,1.564,1.35312442885985,1.63945492005453,-0.286330491194681
1384,"Italy","13/05/2001",32220,"Democrats of the Left",16.56,1279,1.564,1.60745443069932,1.64010824223866,-0.0326538115393418
1385,"Italy","13/05/2001",32329,"Olive Tree",0,1279,1.564,1.32953163499687,1.63446252163841,-0.304930886641547
1386,"Italy","13/05/2001",32421,"Daisy - Democracy is Freedom",14.51,1279,1.564,1.56690709979082,1.64652391170866,-0.0796168119178362
1387,"Italy","13/05/2001",32522,"White Flower",3.22,621,4.187,1.33846585998271,1.64475972616015,-0.306293866177431
1388,"Italy","13/05/2001",32610,"Go Italy",29.42,621,4.187,1.86691380349608,1.53140771886185,0.335506084634228
1389,"Italy","13/05/2001",32611,"New Italian Socialist Party",0.95,621,4.187,1.30642623642307,1.63774876513683,-0.331322528713756
1390,"Italy","13/05/2001",32629,"House of Freedom",0,624,4.167,1.27346836500313,1.63446252163841,-0.360994156635283
1391,"Italy","13/05/2001",32710,"National Alliance",12.01,621,4.187,1.47891130476304,1.65676370481465,-0.177852400051609
1392,"Italy","13/05/2001",32720,"Northern League",3.94,621,4.187,1.34895905923345,1.6467108191327,-0.297751759899255
1393,"Italy","13/05/2001",32901,"European Democracy",2.4,159,1.887,1.03240094238595,1.64993636818164,-0.617535425795685
1394,"Italy","13/05/2001",32902,"List Di Pietro - Italy of Values",3.9,1147,0.087,2.92565955594253,1.57965550777483,1.3460040481677
1395,"Italy","10/04/2006",32110,"Green Federation",2,3766,0.53,2.58695203658407,3.21675672489638,-0.629804688312308
1396,"Italy","10/04/2006",32212,"Communist Refoundation Party",5.69,3766,0.53,2.69261788797875,3.23582624676307,-0.543208358784319
1397,"Italy","10/04/2006",32213,"Party of Italian Communists",2.25,3766,0.53,2.59384836852207,3.21827020778417,-0.6244218392621
1398,"Italy","10/04/2006",32221,"Rose in the Fist",2.53,3766,0.53,2.60161604278075,3.21992995002074,-0.618313907239991
1399,"Italy","10/04/2006",32329,"Olive Tree",30.43,3766,0.53,3.70809603658537,2.96963683722381,0.738459199361559
1400,"Italy","10/04/2006",32530,"Union for Christian and Center Democrats",6.75,249,5.62,2.75024193548387,3.2379189723416,-0.487677036857732
1401,"Italy","10/04/2006",32610,"Go Italy",23.6,249,5.62,3.39005384509181,3.14290029229612,0.247153552795697
1402,"Italy","10/04/2006",32611,"New Italian Socialist Party",0.73,249,5.62,2.57651206715635,3.20844370520619,-0.631931638049846
1403,"Italy","10/04/2006",32710,"National Alliance",12.01,249,5.62,2.92241847179243,3.24383828932334,-0.321419817530913
1404,"Italy","10/04/2006",32720,"Northern League",4.51,249,5.62,2.68292832167832,3.22929995830862,-0.546371636630302
1405,"Italy","10/04/2006",32902,"List Di Pietro - Italy of Values",2.31,3766,0.53,2.59550896286812,3.2186290355415,-0.623120072673379
1406,"Italy","10/04/2006",32903,"Autonomy Liberty Democracy (Aosta Valley)",0.09,3766,0.53,2.53545028142589,3.20426671242283,-0.668816430996936
1407,"Italy","10/04/2006",32904,"South Tyrolean People’s Party",0.47,3766,0.53,2.5455326496442,3.2068767116978,-0.661344062053597
1408,"Italy","10/04/2006",32952,"Italy in the World",0.19,249,5.62,2.56199499165275,3.20491193517071,-0.642916943517951
1409,"Italy","10/04/2006",32953,"Popular Democratic Union for Europe",1.39,3766,0.53,2.57027789518174,3.21294222993313,-0.642664334751393
1410,"Italy","10/04/2006",32955,"The Union – Prodi",1.08,3766,0.53,2.56188625592417,3.21093946033466,-0.649053204410493
1411,"Italy","13/04/2008",32061,"People of Freedom",37.217,252,2.778,0.0961420744784558,3.00998446841074,-2.91384239393228
1412,"Italy","13/04/2008",32440,"Democratic Party",33.163,198,1.01,2.73831398164209,1.21331158567243,1.52500239596967
1413,"Italy","13/04/2008",32530,"Union of the Center",5.69,235,4.681,2.09328939710446,1.76351964332356,0.329769753780901
1414,"Italy","13/04/2008",32720,"Northern League",8.073,240,8.333,6.17385075962901,1.3441918316653,4.82965892796372
1415,"Italy","13/04/2008",32902,"List Di Pietro - Italy of Values",4.364,43,2.326,0.416838441700438,1.85566404824015,-1.43882560653971
1416,"Italy","24/02/2013",32021,"Civil Revolution",2.25,414,3.865,2.4800981251548,1.26663951270026,1.21345861245455
1417,"Italy","24/02/2013",32061,"People of Freedom",21.566,210,0.952,0.63571896118023,1.48877173776115,-0.853052776580922
1418,"Italy","24/02/2013",32230,"Left Ecology Freedom",3.204,597,3.183,1.80006626263505,1.27775055507169,0.522315707563362
